Layer name,IFMAP Height,IFMAP Width,Filter Height,Filter Width,Channels,Num Filter,Strides,
Conv2d-1,32,32,3,3,3,64,1,
Conv2d-2,32,32,3,3,64,64,1,
Conv2d-3,16,16,3,3,64,128,1,
Conv2d-4,16,16,3,3,128,128,1,
Conv2d-5,8,8,3,3,128,256,1,
Conv2d-6,8,8,3,3,256,256,1,
Conv2d-7,4,4,3,3,256,512,1,
Conv2d-8,4,4,3,3,512,512,1,
Conv2d-9,3,3,3,3,512,512,1,
Conv2d-10,3,3,3,3,512,512,1,
Linear-11,1,1,1,1,512,4096,1,
Linear-12,1,1,1,1,4096,4096,1,
Linear-13,1,1,1,1,4096,10,1,
